Deity,Temple Name,Moolavar,Urchavar,Amman / Thayar,Thala Virutcham,Theertham,Agamam / Pooja,Old year,Historical Name,City,District,State,Festival,  Temple's Speciality,Opening Time,Address,Phone Number
sivan,sri Kailasanathar temple,Kailasanathar,NA,NA,NA,NA,NA,500 years old,NA,Srivaikundam,Tirunelveli,Tamil Nadu,NA,NA,NA,NA,+91  4630   256 492.
sivan,sri Kailasanathar temple,Kailasanathar,NA,NA,NA,NA,NA,500 1000 years old,NA,Thenthiruperai,Tirunelveli,Tamil Nadu,NA,NA,NA,NA,+91  93658 89291
sivan,sri Nageswarar temple,Nageswarar,NA,NA,NA,NA,NA,500 1000 years old,NA,Poovarasankuppam,Viluppuram,Tamil Nadu,NA,NA,NA,NA,"+91  94420   10834, 94867   48013"
108 Divya Desam,sri Tirupati venkatachalapathy temple,Venkatachalapathy,NA,NA,NA,NA,NA,1000 2000 years old,NA,Mel tirupati,Chittoor,Andhra Pradesh,NA,NA,NA,NA,"+91 877 223 3333, 227 7777"
sivan,sri Dharmalingeswarar temple,"Dharmalingeswarar (Dhanmeeswarar, Veera singar)",NA,NA,NA,NA,NA,500 years old,NA,Nanganallur,Chennai,Tamil Nadu,NA,NA,NA,NA,NA
Perumal,sri Chennakeswara Perumal temple,Chennakeswara Perumal,NA,NA,NA,NA,NA,500 1000 years old,NA,Kovilur,Dharmapuri,Tamil Nadu,Purattasi (September October) and Margazhi (December January) months are important months for special pujas in the temple. Vaikunda Ekadasi is devotionally celebrated in Margazhi December January month. Also English New Year day. Sabarimala devotees perform special pujas here before their pilgrimage to the hills.,"A pulse flour (pottukadalai) mixed with sugar is offered as Nivedhana to the Lord. Generally, Bhairava has no shrine in Vishnu temples, but in this temple Bhairava has his place very near the presiding deity.",The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Chennakeswara Perumal Temple, Kovilur, Dharmapuri district.",+91 4348  247 487
Perumal,sri Radhakrishnar temple,Radhakrishnar,NA,NA,NA,NA,NA,500 years old,NA,Thirupalai,Madurai,Tamil Nadu,NA,NA,NA,NA,"+91 452 2681079, 95850 46910"
sivan,sri Naganathar temple,"Naganathar, Ramanathar",NA,NA,NA,NA,NA,500 1000 years old,NA,Nagapattinam,Nagapattinam,Tamil Nadu,NA,NA,NA,NA,"+91  4365   241 091, 94429 29270"
Other Temples,sri Kanjamalai Sitheswarar temple,Sitheswarar,NA,NA,NA,NA,NA,1000 2000 years old,NA,Kanjamalai,Salem,Tamil Nadu,NA,NA,NA,NA,+91   427  249 1389
sivan,sri kalahastheeswarar temple,kalahastheeswarar,NA,NA,NA,NA,NA,500 1000 years old,NA,Kathiramangalam,Thanjavur,Tamil Nadu,NA,NA,NA,NA,NA
274 Sivalayam,"sri Sri Koteeswarar, Kailasanathar temple temple","Presiding deity : Koteeswarar, Kailasanathar",NA,Mother Goddess : Pandhadu Nayaki,Holy tree : Vilwa,Holy spring : Amudhakinaru (a well),NA,1000 2000 years old,NA,Place : Kottayur,Thanjavur,Tamil Nadu,"Festivals: Panguni Uthiram in March April, Tiruvadhirai in Margazhi (December January), Shivrathri in February March, Arrow festival in Purattasi (September October) are the important festivals celebrated in the temple.",Significance: Lord graces in the temple as a swayambumurthy.,Temple timings: The temple is open from 6.00 a.m. to 12.00a.m. and 3.00 p.m. to 8.00 p.m.,"Address: Sri Koteeswarar, Kailasanathar Temple, Kottayur, Thanjavur district – 612 002","+91 0435   2450 595, +91 94866 70043,"
sivan,sri Yagneshwarar temple,Yagneshwarar,NA,NA,NA,NA,NA,500 1000 years old,NA,Tiruvarur,Tiruvarur,Tamil Nadu,NA,NA,NA,NA,NA
274 Sivalayam,sri Agastheeswarar temple,Agastheeswarar,NA,NA,NA,NA,NA,1000 2000 years old,NA,Kiliyanur,Viluppuram,Tamil Nadu,NA,NA,NA,NA,+91   94427 86709
274 Sivalayam,sri Pranava Vyakrapureeswar temple,Pranava Vyakrapureeswar,NA,Poongodi Nayaki,Ilandhai,Kollidam,NA,1000 2000 years old,Umapuliyur,Omapuliyur,Cuddalore,Tamil Nadu,Jupiter transition day is celebrated annually in the temple.,This is a Swayambu Jupiter temple.,The temple is open from 6.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Pranava Vyakrapureeswarar Temple, Omapuliyur, Cuddalore district.",+91  4144 264 845
Murugan,sri Subramania Swamy temple,Subramaniaswami,Shanmugha,Deivanai,Kallathi,"11 theerthas including Lakshi theertham, Saravana Poigai",Kaamika and Karana,1000 2000 years old,Then Parangundram,Tiruparankundram,Madurai,Tamil Nadu,"Vaikasi Visakam in May June, Aadi Krithikai in July August, Purattasi Vel festival in September October, Skanda Sashti in October November, Tirukarithikai in November December, Thai poosam in January February and Panguni Uthiram in March April are the festivals celebrated in the temple.","Of the six Army Camp Temples (Aaru Padai Veedu), this is the only temple where abishek is performed for Vel weapon of Lord Muruga. Five deities – Sathyagiriswarar (Shiva), Pavalakanivai Perumal (Vishnu) Karpaka Vinayaka, Subramaniar and Durgambika – grace from one cave temple.",The temple is open from 5.30 a.m. to 1.00 p.m. and 4.00 p.m. to 9.00 p.m.,"Sri Subramaniaswami Temple, Tiruparankundram – 625 005, Madurai district.","+91  452  248 2248, 248 2648, 98653  70393, 98421  93244, 94433   82946."
Murugan,sri Dandayuthapani temple,"Dandayuthapani, Marudachalamurthy",NA,"Valli, Deivanai",Marudham tree,Marudhu spring,NA,1000 2000 years old,Marudhavarai,Marudamalai,Coimbatore,Tamil Nadu,Devotees carry 108 milk pots to the Lord on the Vaikasi Visakam day in May June. 10 day Brahmmotsavam is celebrated with Thaipoosam in January February. The wedding festival is celebrated in the morning of Thai poosam day and a car festival in the evening when the Lord is taken in procession on Elephant vahana. The Lord also comes in procession every day in golden chariot.,Lord Vinayaka and Lord Muruga grace in the temple as swayambumurthis.,The temple is open from 5.30 a.m. to 1.00 p.m. and 2.00 p.m. to 8.30 p.m.,"Shri Dandayuthapani Temple, Marudamalai, Coimbatore district",+91 422 2422 490
Perumal,sri Tirukaladiappan temple,Kaladi Appan (Sri Kannan),NA,NA,Pavalamalli,Poorna River,NA,1000 2000 years old,Sasalam,Kaladi,Ernakulam,Kerala,"Lord Kannan’s installation is celebrated in the temple each year with abishek, Kalasabishekam, Navadanya ( 9 pulses) pooja. Those afflicted by Graha doshas, facing obstacles in marriage proposals, aspirants of high education and fine arts",The idol Vigraha of the Lord is 3.5 feet tall made of Anjana stone which has the properties of iron and copper. It is noteworthy that the Vigrahas of Lord Guruvayurappan and the one in this temple are the only ones made of anjana stone.,The temple is open from 5.00 a.m. to 10.30 a.m. and 5.50 p.m. to 7.30 p.m.,"Sri Tirukaladiappan Temple, Kalady Devasthanam, Sri Krishna Temple, Kalady, Ernakulam district – 638 574.",+91  93888 62321.
108 Divya Desam,sri Ulagalanda Perumal temple,Tiru Neeragathan,Jagadeesa Perumal,Nila Mangai Valli,NA,Akrura Theertham,NA,1000 2000 years old,Tiru Neeragam,Tiru Neeragam,Kanchipuram,Tamil Nadu,Vaikunda Ekadasi is grandly celebrated in the temple in Tamil Margazhi covering December January.,The temple is in the prestigious list of the 108 Divyadesas of Perumal. Lord blesses the devotees in a standing form with his right leg pressed on the ground with the left upward.,The temple is open from 7.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Ulagalanda Perumal Temple, Kancheepuram 631 502.","+91  94435 97107, 98943 88279"
108 Divya Desam,sri Ulagalanda Perumal temple,Karunakara Perumal,Jagadesa Perumal,Padmamani Nachiar,NA,Akraya Theertham,NA,1000 2000 years old,Tirukarakam,Tirukarakam,Kanchipuram,Tamil Nadu,Vaikunda Ekadasi falling in Tamil Margazhi covering December January in the full moon fortnight is grandly celebrated in the temple.,"This is one of 108 Divya Desas of Baghwan Vishnu. Perumal who scaled the three worlds by His foot appears in this temple with His right leg pressed to the ground and the left upward. Traditionally, the form is with left leg pressed to the ground and the right up.",The temple is open from 7.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Ulagalanda Perumal Temple, Kancheepuram 631 502.","+91  94435 97107, 98943 88279"
108 Divya Desam,sri Ulagalanda Perumal temple,"Karvaana Perumal, Kalvar Perumal",NA,Kamalavalli Nachiar,NA,Gauri Theertham,NA,1000 2000 years old,Tirukarvaanam,Tirukarvaanam,Kanchipuram,Tamil Nadu,Vaikunda Ekadasi in Tamil Margazhi covering December January is grandly celebrated in the temple.,Karvaanam is one of the 108 Divyadesas of Perumal. Perumal appears majestically blessing the devotees with his right leg pressed on the ground with the left up.,The temple is open from 7.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Ulagalanda Perumal Temple, Kancheepuram 631 502.","+91 94435 97107, 98943 88279,94439 03450, 94425 53820,97874 14773."
108 Divya Desam,sri Ulagalanda Prumal temple,"Ulagalanda Perumal, Trivikrama Perumal",Peragathan,"Amudavalli Nachiar, Aaranavalli, Amudavalli",NA,Naga Theertham,NA,1000 2000 years old,Tiru Ooragam,Tiru Ooragam,Kanchipuram,Tamil Nadu,Vaikunda Ekadasi is grandly celebrated in the temple in Margazhi covering December January.,The temple has the reputation of being one among he 108 Divyadesas of Perumal. Perumal graces with His right leg pressed on the ground while the left is scaling up.,The temple is open from 7.00 a.m. to 12.00 a.m. and from 4.00 p.m. to 8.00 p.m.,"Sri Ulagalanda Perumal Temple, Kancheepuram – 631 502.","+91  94435 97107, 98943 88279"
274 Sivalayam,sri Soundareswarar temple,"Soundareswarar (Azhagiyanathar, Thalavaneswarar)",NA,NA,NA,NA,NA,1000 2000 years old,NA,Thirupanaiyur,Tiruvarur,Tamil Nadu,NA,NA,NA,NA,+91 4366 237 007
Anjaneyar,sri Sri Abhayavaradha Anjaneya temple temple,Sri Abhayavaradha Anjaneyar,NA,NA,Jack tree,Hanuman spring,NA,500 years old,NA,Dindigul,Dindigul,Tamil Nadu,"Sri Rama Navami in March April, Krishna Jayanthi in August September, all Saturdays and Navarathri in Purattasi (September October) are the festivals celebrated in the temple.",Sri Anjaneya in this temple has Shiva Linga symbol on His chest. He is wearing sandals and appears as a warrior with sword in His hand. Anjaneya darshan is this form is very rare.,"The temple is open from 6.00 a.m. to 10.00 a.m. and from 4.30 p.m. to 8.00 p.m. During Thursdays, the temple is open upto 11.00 a.m. and again till 9.00 p.m. On Saturdays, the temple is open till 12.30 p.m. and again till 10.30 p.m at night.","Sri Abhayavaradha Anjaneya temple, Dindigul.",+91 99767 90768.
Murugan,sri Dandayuthapani temple,Dandayuthapani,NA,NA,Peepal tree – Arasamaram,NA,NA,500 years old,NA,Manjur,Nilgiris,Tamil Nadu,"Kavadi festival in Chithirai (April May), Guru Jayanthi with Annadhanam poor feeding on August 15, Kruthika star days and days related to Muruga worship are celebrated in the temple.","The one unique significance of the temple is that Lord Muruga decides His dressings (Alankara) each day – as a King Raja Alankaram, as a poor Aandi, dressed in His alluring best Sarva Alankaram. The Lord communicates His desire to the Guru of this place, Sri Krishna Nandaji in his dream which is followed by the priests the next day. The tradition is followed till this day.",The temple is open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Dandayuthapani Temple, Manjur, The Nilgiris.",+91  423  250 9353
sivan,sri Satya Giriswarar temple,Satya Giriswarar,NA,Venuvaneswari,Bamboo,Chandra Pushkarini,NA,1000 2000 years old,Tirumayam,Thirumayam,Pudukkottai,Tamil Nadu,"10 day Chithirai festival in April May drawing over five thousand devotees; 10 day Aadi Pooram in July August; one day Thai Poosam in January February are the main festivals. Also Full moon, new moon days, monthly Pradosha days, Tamil and English New Year Days, Deepavali in October November and Pongal in January are observed in the temple. On the full moon day of each month, devotee crowd would in a legion for Girivalam – circumambulating the hill.","During the Pallava period, two temples were constructed on the slope of this hill – Shiva and Vishnu temples   to foster harmony among the two philosophies. These are cave temples with a single compound wall. The Giri Valam cannot be taken for Lord Satygiriswara temple alone. The route covers both temples. It is also noteworthy that the sanctum sanctorum is a cave shrine.",The temple(s) are open from 6.00 a.m. to 11.00 a.m. and from 5.00 p.m. to 8.00 p.m.,"Sri Satya Giriswarar Temple, Tirumayam – 622 507, Pudukkottai district.","+91 4322 221084, 99407 66340"
Amman,sri Sri Mandhai Muthalamman Temple temple,Muthalamman,NA,NA,NA,NA,NA,500 years old,NA,Sirukudi,Dindigul,Tamil Nadu,The temple celebrates a festival by planting the festival post on the first Tuesday of Panguni month (March April) lasting till the second Tuesday and Wednesday.,NA,The temple is open from 6.00 a.m. to 11.00 a.m. and 4.00 p.m. to 8.00 p.m.,"Sri Mandhai Muthalamman Temple, Sirukudi, Dindigul district.",NA
sivan,sri Meenakshi Sundareswarar temple,Sundareswarar,Somaskandar,Meenakshi,Vilwa,Well water,Shivagama,1000 2000 years old,Andipatti,Andipatti,Theni,Tamil Nadu,The wedding festival is celebrated in the temple the same time when Meenakshi Kalyanam is celebrated in Chithirai (April May) in Madurai temple. Skanda Sashti in October November and Tirukarthikai in November December are other important festivals in the temple.,"Sun and Moon grace in the temple close together. As such, people perform Aamavasya Tarpan every day here. (Amavasya or new moon day occur when Sun and Moon meet each other). As the shrine of Lord Muruga stands in between that of the Lord and Mother, the temple is celebrated as Somaskanda Sthalam. Worshipping here bring the devotee the benefits of worshipping in Mount Kailash itself. Lord Vinayaka is praised as Koti Vinayaka as He graces multiple benefits – crore times – to the devotee. Lord Muruga graces as in Palni temple facing north sitting on His peacock vehicle. Those worshipping Muruga in this temple get the benefit of worshipping Him in Palni also. Generally, Sanakati Rishis occupy the feet space of Lord Dakshinamurthi in all temples. Here, Saptha Rishis (seven rishis) are in this place with Veerasana Dakshinamurthi which is a very rare depiction not found elsewhere. Lord Brahmma and Lord Vishnu grace at the back of Shiva in the Lingodhbhava shrine giving the devotee the benefit of collective worship of the three Lords. Such a design could be seen in Tiruvadhigai Veerattanam temple also.",The temple is open from 7.00 a.m. to 12.00 a.m. and 5.30 p.m. to 8.30 p.m.,"Sri Meenakshi Sundareswarar Temple, Bazaar Street, Andipatti – 625 512. Theni district.","+91 4546  243242, 9940142676, 9842649189"
Perumal,sri Name of the temple: Sri Punnai Srinivasaperumal Temple temple,Presiding deity: Srinivasaperumal,Procession deity: Srinivasaperumal accompanied His consorts Sridevi and Bhoodevi,"Mother Goddess: Padhmavati, Andal",Holy tree: Punnai,Holy spring: Saravana Poigai,Agama/puja procedure: Pancharatra,500 years old,Scriptural name: Punnayadi,Place: Punnainagar,Thoothukudi,Tamil Nadu,"Festivals: Vaikunda Ekadasi in December January, Thai Pongal almost on January 14, Parivettai the next day, Special pujas for Lord Muruga on Kruthika star days are the festivals celebrated in the temple.",Significance: The rays of Sun fall on Lord’s right hand every day as if seeking His blessings.,Temple timings: The temple is open from 7.00 a.m. to 8.00 p.m.,NA,"+91  4639  278 055, 279 077, 94443 96993, 93829 06220"
sivan,sri Ekambareswarar temple,Ekambareswarar,Someskanthar,Kamakshi,Vilwa,Sivaganga,Kamikam,500 years old,Vijayapuram,Chettikulam,Perambalur,Tamil Nadu,"10 day Thaipoosam and Brahmmotsavam in January February is the longest and important festival of the temple with special pujas and the presiding deity coming in car procession. On the 9th day, Panchamurthis and Mother Kamakshi come in procession in two separate Rathas in the car streets of Chettikulam. Aadipooram in July August, Vinayaka Chaturthi in August September, Navarathri in September October, Surasamharam and Deepavali in October November, Tirukarthikai in November December, Margazhi festival and Tirvadhirai in December January, Sivarathri in February March and Chitra Poornima in April May are other festivals celebrated in the temple. Monthly Pradosham days, 13th day either from New Moon or Full Moon day, Pongal falling mostly on Janary 14, Tamil and English New Year days are other festive days of special pujas to Lord and Mother drawing huge crowd.","The rays of Sun fall on the Lord on 19, 20 and 21 of Panguni month (March April). There are 10 pillars in the inner corridor (prakara) of the temple producing 10 different musical sounds if tapped with a dry sandal stick. A hall called Sthapana Mandap has a Dwarapalaka pillar on the north side, having a sculpture of one head showing both a bull and elephant when looked at from different angles. This is a sculptural marvel. Lord Varaguna Ganapathi graces in the inner corridor with five headed Nagar (snake). There is a Vinayaka shrine also in the west hall of the western corridor. Lord Muruga graces with His consorts Valli and Deivanai holding His Vel in a Vel shaped frame. The Kubera idol on the fish vehicle in the temple is considered very important and is seen at 12 spots in the temple representing 12 zodiac signs.",The temple is open from 6.00 a.m. to 11.00 a.m. and 5.00 p.m. to 8.00 p.m.,"Sri Ekambareswarar Temple, Chettikulam, Perambalur district.","+91 44 2742 0836 , 99441 17450,99768 42058."
